Catalog,Opus,Number,Peters,Date,Ensemble,Label,Issue,Notes
017_2,17,2,3,1994,Festetics Vonósnégyes,Arcana,A 83--A 84 (A 912),Re-released in 2000 as A 412 and in 2014 as Arcana A 378
017_2,17,2,3,1999,Kodály Vonósnégyes,Naxos,8.550853,
017_2,17,2,3,2020,Leipziger Streichquartett,MDG Gold,MDG 307 2142-2,
017_2,17,2,3,2009,London Haydn Quartet,Hyperion,CDA67722,
017_2,17,2,3,1952,Schneider Quartet,Haydn Society,HSQ-14,Issue number of 3-disc set: HSQ-E; re-released as HS 9083 and in 2014 as Music & Arts CD-1281
017_2,17,2,3,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11382,Re-released in 1987 as Hungaroton HCD 11382-2--HCD 11383-2
017_2,17,2,3,1992,Wiener Konzerthausquartett,Preiser,90905--90908,
017_3,17,3,3,1975,Aeolian Quartet,Argo,HDNQ.61--HDNQ.66,"Re-released in 1978 as London STS 15337--STS 15342, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
017_3,17,3,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
017_3,17,3,3,2010,Auryn-Quartett,Tacet,175,
017_3,17,3,3,2008,Buchberger Quartett,Brilliant Classics,93782/95--98782/96,
017_3,17,3,3,1964,Dékany Quartet,Vox,SVBX 561,Also issued as VBX 61
017_3,17,3,3,1994,Festetics Vonósnégyes,Arcana,A 83--A 84 (A 912),Re-released in 2000 as A 412 and in 2014 as Arcana A 378
017_3,17,3,3,1999,Kodály Vonósnégyes,Naxos,8.550854,
017_3,17,3,3,2009,London Haydn Quartet,Hyperion,CDA67722,
017_3,17,3,3,1952,Schneider Quartet,Haydn Society,HSQ-14,Issue number of 3-disc set: HSQ-E; re-released as HS 9084 and in 2014 as Music & Arts CD-1281
017_3,17,3,3,2009,Smithson String Quartet,Dorian,DSL-90905,
017_3,17,3,3,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11383,Re-released in 1987 as Hungaroton HCD 11382-2--HCD 11383-2
017_3,17,3,3,1970,Wiener Konzerthausquartett,Preiser,SPR 3135,Possibly a re-release in 1992: Preiser 90901--90904
017_4,17,4,3,1975,Aeolian Quartet,Argo,HDNQ.61--HDNQ.66,"Re-released in 1978 as London STS 15337--STS 15342, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
017_4,17,4,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
017_4,17,4,3,2010,Auryn-Quartett,Tacet,175,
017_4,17,4,3,2008,Buchberger Quartett,Brilliant Classics,93782/95--98782/96,
017_4,17,4,3,1964,Dékany Quartet,Vox,SVBX 561,Also issued as VBX 61
017_4,17,4,3,1994,Festetics Vonósnégyes,Arcana,A 83--A 84 (A 912),Re-released in 2000 as A 412 and in 2014 as Arcana A 378
017_4,17,4,3,1999,Kodály Vonósnégyes,Naxos,8.550853,
017_4,17,4,3,2020,Leipziger Streichquartett,MDG Gold,MDG 307 2142-2,
017_4,17,4,3,2009,London Haydn Quartet,Hyperion,CDA67722,
017_4,17,4,3,1992,Quatuor Sine Nomine,Cascavelle,VEL 1026,
017_4,17,4,3,1952,Schneider Quartet,Haydn Society,HSQ-13,Issue number of 3-disc set: HSQ-E; re-released as HS 9084 and in 2014 as Music & Arts CD-1281
017_4,17,4,3,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11383,Re-released in 1987 as Hungaroton HCD 11382-2--HCD 11383-2
017_5,17,5,1,1975,Aeolian Quartet,Argo,HDNQ.61--HDNQ.66,"Re-released in 1978 as London STS 15337--STS 15342, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
017_5,17,5,1,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
017_5,17,5,1,2010,Auryn-Quartett,Tacet,175,
017_5,17,5,1,2008,Buchberger Quartett,Brilliant Classics,93782/95--98782/96,
017_5,17,5,1,1964,Dékany Quartet,Vox,SVBX 561,Also issued as VBX 61
017_5,17,5,1,1994,Festetics Vonósnégyes,Arcana,A 83--A 84 (A 912),Re-released in 2000 as A 412 and in 2014 as Arcana A 378
017_5,17,5,1,1999,Kodály Vonósnégyes,Naxos,8.550854,
017_5,17,5,1,2009,London Haydn Quartet,Hyperion,CDA67722,
017_5,17,5,1,1952,Schneider Quartet,Haydn Society,HSQ-15,Issue number of 3-disc set: HSQ-E; re-released as HS 9085 and in 2014 as Music & Arts CD-1281
017_5,17,5,1,2009,Smithson String Quartet,Dorian,DSL-90905,
017_5,17,5,1,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11384,Re-released in 1987 as Hungaroton HCD 11382-2--HCD 11383-2
017_5,17,5,1,1992,Wiener Konzerthausquartett,Preiser,90905--90908,
017_6,17,6,3,1975,Aeolian Quartet,Argo,HDNQ.61--HDNQ.66,"Re-released in 1978 as London STS 15337--STS 15342, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
017_6,17,6,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
017_6,17,6,3,2010,Auryn-Quartett,Tacet,175,
017_6,17,6,3,2008,Buchberger Quartett,Brilliant Classics,93782/95--98782/96,
017_6,17,6,3,1964,Dékany Quartet,Vox,SVBX 561,Also issued as VBX 61
017_6,17,6,3,1994,Festetics Vonósnégyes,Arcana,A 83--A 84 (A 912),Re-released in 2000 as A 412 and in 2014 as Arcana A 378
017_6,17,6,3,1999,Kodály Vonósnégyes,Naxos,8.550854,
017_6,17,6,3,2020,Leipziger Streichquartett,MDG Gold,MDG 307 2142-2,
017_6,17,6,3,2009,London Haydn Quartet,Hyperion,CDA67722,
017_6,17,6,3,1952,Schneider Quartet,Haydn Society,HSQ-15,Issue number of 3-disc set: HSQ-E; re-released as HS 9085 and in 2014 as Music & Arts CD-1281
017_6,17,6,3,1968,Tátrai Vonósnégyes,Qualiton,SLPX 11384,Re-released in 1987 as Hungaroton HCD 11382-2--HCD 11383-2
020_1,20,1,4,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released as London STS 15447-STS 15452, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
020_1,20,1,4,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
020_1,20,1,4,2010,Auryn-Quartett,Tacet,187,
020_1,20,1,4,2006,Buchberger Quartett,Brilliant Classics,93545,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_1,20,1,4,2016,Chiaroscuro Quartet,BIS,BIS-2158,
020_1,20,1,4,2010,Daedalus String Quartet,Bridge,BRIDGE 9326,
020_1,20,1,4,1964,Dékany Quartet,Vox,SVBX 555,Also issued as VBX 55; released in 1996 as CDX 5113
020_1,20,1,4,2014,Doric String Quartet,Chandos,CHAN10831(2),
020_1,20,1,4,2006,Festetics Vonósnégyes,Arcana,A 413,Recorded in 2005; re-released in 2014 as Arcana A 378
020_1,20,1,4,1994,Hagen-Quartett,Deutsche Grammophon,429 920-2 (439 921-2--439 922-2),
020_1,20,1,4,1978,Juilliard String Quartet,Columbia,M3 34593,
020_1,20,1,4,1994,Kocianovo kvarteto,Orfeo,C 313 010 A,
020_1,20,1,4,1993,Kodály Vonósnégyes,Naxos,8.550701,
020_1,20,1,4,1968,Koeckert-Quartett,Deutsche Grammophon,139 186,
020_1,20,1,4,2015,Leipziger Streichquartett,MDG Gold,MDG 307 1925-2,
020_1,20,1,4,1973,Lenox String Quartet,Desto,DC-7152--DC-7154,
020_1,20,1,4,1998,Lindsay String Quartet,ASV,CD DCA 1027,
020_1,20,1,4,2011,London Haydn Quartet,Hyperion,CDA67877,
020_1,20,1,4,1993,Medici String Quartet,Medici Quartet,MQCD 5001--MQCD 5002,
020_1,20,1,4,2008,Pellegrini Quartett,CPO,cpo 777 173-2,
020_1,20,1,4,1992,Quatuor Mosaïques,Astrée Auvidis,E 8785,"Re-released in 2000 as E 8802, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
020_1,20,1,4,1939,Quatuor Pro Arte,Victor,M 595,"Re-released in 1994 as Testament SBT 4056, in 1998 as Strings QT 99-380, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
020_1,20,1,4,1992,Salomon String Quartet,Hyperion,CDA66621,
020_1,20,1,4,1952,Schneider Quartet,Haydn Society,HSQ-16,Issue number of 3-disc set: HSQ-F; re-released as HS-9086 and in 2014 as Music & Arts CD-1281
020_1,20,1,4,2019,St. Lawrence String Quartet,eaSonus,EAS 29382,
020_1,20,1,4,1968,Tátrai Vonósnégyes,Qualiton,(S)LPX 11332--(S)LPX 11334,Re-released in 1987 as Hungaroton HCD 11332-2--HCD 11333-2
020_1,20,1,4,1992,Wiener Konzerthausquartett,Preiser,90905--90908,
020_2,20,2,4,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released as London STS 15447-STS 15452, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
020_2,20,2,4,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
020_2,20,2,4,2011,Artis-Quartett Wien,Camerata,CMCD-28241,
020_2,20,2,4,2010,Auryn-Quartett,Tacet,187,
020_2,20,2,4,2006,Buchberger Quartett,Brilliant Classics,93545,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_2,20,2,4,2016,Chiaroscuro Quartet,BIS,BIS-2158,
020_2,20,2,4,2011,Cuarteto Quiroga,Cobra Records,Cobra 0035,
020_2,20,2,4,2010,Daedalus String Quartet,Bridge,BRIDGE 9326,
020_2,20,2,4,1964,Dékany Quartet,Vox,SVBX 555,Also issued as VBX 55; released in 1996 as CDX 5113
020_2,20,2,4,2014,Doric String Quartet,Chandos,CHAN10831(2),
020_2,20,2,4,2019,Dudok Kwartet,Resonus,RES10248,
020_2,20,2,4,2006,Festetics Vonósnégyes,Arcana,A 413,Recorded in 2005; re-released in 2014 as Arcana A 378
020_2,20,2,4,1994,Hagen-Quartett,Deutsche Grammophon,429 920-2 (439 921-2--439 922-2),
020_2,20,2,4,1978,Juilliard String Quartet,Columbia,M3 34593,
020_2,20,2,4,1994,Kocianovo kvarteto,Orfeo,C 313 010 A,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_2,20,2,4,1993,Kodály Vonósnégyes,Naxos,8.550701,
020_2,20,2,4,1968,Koeckert-Quartett,Deutsche Grammophon,139 186,
020_2,20,2,4,2006,Kuss Quartett,Sony,82876892072,
020_2,20,2,4,1970,Kvarteto českých filharmoniků,Supraphon,1 11 0829,
020_2,20,2,4,1960,Kvarteto města Prahy,Crossroads,[no number],Re-released in 1966 as Supraphon SUA ST 50668
020_2,20,2,4,2011,Leipziger Streichquartett,MDG Gold,MDG 307 1706-2,
020_2,20,2,4,1973,Lenox String Quartet,Desto,DC-7152--DC-7154,
020_2,20,2,4,1988,Lindsay String Quartet,ASV,CD DCA 622,Recorded in 1987; also issued as Musical Heritage Society MHS 512521Y; re-released in 1994 as CD QS 6144 and in 2007 as Sanctuary RSB 407
020_2,20,2,4,1999,Lindsay String Quartet,ASV,CD DCA 1057,Recorded in 1998
020_2,20,2,4,2011,London Haydn Quartet,Hyperion,CDA67877,
020_2,20,2,4,1993,Medici String Quartet,Medici Quartet,MQCD 5001--MQCD 5002,
020_2,20,2,4,2008,Pellegrini Quartett,CPO,cpo 777 173-2,
020_2,20,2,4,1982,Philarte Quartet,Gasparo,GS-219CX,
020_2,20,2,4,1975,Quartetto Esterházy,ABC,ABCL 67011,"Also issued as Philips 6575 046; re-released in 1981 as Pro Arte PAL-1018, in 1988 as RCA GD 71959, in 1997 as SEON SBK 62954 and in 2014 as Sony 88843089382-61"
020_2,20,2,4,2019,Quatuor Capriccio,Orchid Classics,ORC100094,
020_2,20,2,4,1990,Quatuor Mosaïques,Astrée Auvidis,E 8786,"Re-released in 2000 as E 8802, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
020_2,20,2,4,1932,Quatuor Pro Arte,His Master's Voice,D.B.1628--D.B.1636,"Re-released in 1994 as Testament SBT 3055, in 1998 as Fono Enterprise QT 99-386, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
020_2,20,2,4,2009,Rincontro (Musical group),Zig Zag Territoires,ZZT091003,
020_2,20,2,4,1992,Salomon String Quartet,Hyperion,CDA66621,
020_2,20,2,4,1952,Schneider Quartet,Haydn Society,HSQ-16,Issue number of 3-disc set: HSQ-F; re-released as HS-9086 and in 2014 as Music & Arts CD-1281
020_2,20,2,4,2013,Schuppanzigh Quartett,Accent,ACC24223,
020_2,20,2,4,2019,St. Lawrence String Quartet,eaSonus,EAS 29382,
020_2,20,2,4,1968,Tátrai Vonósnégyes,Qualiton,(S)LPX 11332--(S)LPX 11334,Re-released in 1987 as Hungaroton HCD 11332-2--HCD 11333-2
020_2,20,2,4,1970,Westphal-Quartett,Colosseum,SM 621,
020_2,20,2,4,1992,Wiener Konzerthausquartett,Preiser,90905--90908,
020_3,20,3,4,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released as London STS 15447-STS 15452, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
020_3,20,3,4,2007,Amsterdam String Quartet,Channel Classics,CCS SA 25907,
020_3,20,3,4,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
020_3,20,3,4,2010,Auryn-Quartett,Tacet,187,
020_3,20,3,4,2006,Buchberger Quartett,Brilliant Classics,93545,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_3,20,3,4,2016,Chiaroscuro Quartet,BIS,BIS-2158,
020_3,20,3,4,2010,Daedalus String Quartet,Bridge,BRIDGE 9326,
020_3,20,3,4,1964,Dékany Quartet,Vox,SVBX 555,Also issued as VBX 55; released in 1996 as CDX 5113
020_3,20,3,4,2014,Doric String Quartet,Chandos,CHAN10831(2),
020_3,20,3,4,2019,Dudok Kwartet,Resonus,RES10248,
020_3,20,3,4,2006,Festetics Vonósnégyes,Arcana,A 413,Recorded in 2005; re-released in 2014 as Arcana A 378
020_3,20,3,4,1994,Hagen-Quartett,Deutsche Grammophon,429 920-2 (439 921-2--439 922-2),
020_3,20,3,4,1978,Juilliard String Quartet,Columbia,M3 34593,
020_3,20,3,4,1994,Kocianovo kvarteto,Orfeo,C 313 010 A,
020_3,20,3,4,1993,Kodály Vonósnégyes,Naxos,8.550701,
020_3,20,3,4,1968,Koeckert-Quartett,Deutsche Grammophon,139 186,
020_3,20,3,4,2015,Leipziger Streichquartett,MDG Gold,MDG 307 1925-2,
020_3,20,3,4,1973,Lenox String Quartet,Desto,DC-7152--DC-7154,
020_3,20,3,4,1998,Lindsay String Quartet,ASV,CD DCA 1027,
020_3,20,3,4,2011,London Haydn Quartet,Hyperion,CDA67877,
020_3,20,3,4,1993,Medici String Quartet,Medici Quartet,MQCD 5001--MQCD 5002,
020_3,20,3,4,2008,Pellegrini Quartett,CPO,cpo 777 173-2,
020_3,20,3,4,1990,Quatuor Mosaïques,Astrée Auvidis,E 8786,"Re-released in 2000 as E 8802, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
020_3,20,3,4,1992,Salomon String Quartet,Hyperion,CDA66621,
020_3,20,3,4,1952,Schneider Quartet,Haydn Society,HSQ-17,Issue number of 3-disc set: HSQ-F; re-issued as HS-9087 and in 2014 as Music & Arts CD-1281
020_3,20,3,4,2019,St. Lawrence String Quartet,eaSonus,EAS 29382,
020_3,20,3,4,1968,Tátrai Vonósnégyes,Qualiton,(S)LPX 11332--(S)LPX 11334,Re-released in 1987 as Hungaroton HCD 11332-2--HCD 11333-2
020_3,20,3,4,2017,Tetzlaff Quartett,Ondine Oy,ODE 1293-2,
020_3,20,3,4,1960,Végh Quartet,Deutsche Grammophon,DGM 18094,Re-released in 1993 as Orfeo C 316 931 B
020_3,20,3,4,1992,Wiener Konzerthausquartett,Preiser,90901--90904,
020_4,20,4,2,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released as London STS 15447-STS 15452, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
020_4,20,4,2,2009,Amsterdam String Quartet,Channel Classics,CCS SA 28209,
020_4,20,4,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
020_4,20,4,2,2010,Auryn-Quartett,Tacet,187,
020_4,20,4,2,1982,Brandis-Quartett,Deutsche Grammophon,2569 040--2569 041,Also issued as 2532 081
020_4,20,4,2,2006,Buchberger Quartett,Brilliant Classics,93545,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_4,20,4,2,2006,Carducci String Quartet,Carducci Classics,CSQ3940,
020_4,20,4,2,2017,Chiaroscuro Quartet,BIS,BIS-2168,
020_4,20,4,2,2010,Daedalus String Quartet,Bridge,BRIDGE 9326,
020_4,20,4,2,1964,Dékany Quartet,Vox,SVBX 555,Also issued as VBX 55; released in 1996 as CDX 5113
020_4,20,4,2,2014,Doric String Quartet,Chandos,CHAN10831(2),
020_4,20,4,2,2001,Edinburgh Quartet,Meridian,CDE84449,
020_4,20,4,2,2012,Endellion String Quartet,Warner Classics,2564 65720-7,
020_4,20,4,2,2006,Festetics Vonósnégyes,Arcana,A 413,Recorded in 2005; re-released in 2014 as Arcana A 378
020_4,20,4,2,1961,Fine Arts Quartet,Concert Disc,CS-228,Also issued as M 1228; re-released in 1962 as Musicaphon BM 30 SL 1811
020_4,20,4,2,1980,Guarneri Quartet,RCA,ARL 1-3485,Also issued as ARK1-3485
020_4,20,4,2,1994,Hagen-Quartett,Deutsche Grammophon,429 920-2 (439 921-2--439 922-2),
020_4,20,4,2,1978,Juilliard String Quartet,Columbia,M3 34593,
020_4,20,4,2,1994,Kocianovo kvarteto,Orfeo,C 313 201 A,
020_4,20,4,2,1993,Kodály Vonósnégyes,Naxos,8.550702,
020_4,20,4,2,1968,Koeckert-Quartett,Deutsche Grammophon,139 187,
020_4,20,4,2,1960,Kvarteto města Prahy,Crossroads,22 16 0100,Re-released in 1966 as Supraphon SUA ST 50668
020_4,20,4,2,2011,Leipziger Streichquartett,MDG Gold,MDG 307 1706-2,
020_4,20,4,2,1973,Lenox String Quartet,Desto,DC-7152--DC-7154,
020_4,20,4,2,1990,Lindsay String Quartet,ASV,CD DCA 731,"Recorded in 1987; re-released in 1992 as Musical Heritage Society 513054Y, in 1995 as ASV CD QD 6146 and CD QS 9147, in 2003 as Musical Heritage Society 5270415 and in 2007 as Sanctuary RSB 407"
020_4,20,4,2,1998,Lindsay String Quartet,ASV,CD DCA 1027,Recorded in 1997; also issued as CD DCS 236
020_4,20,4,2,2011,London Haydn Quartet,Hyperion,CDA67877,
020_4,20,4,2,2006,Matangi Quartet,Challenge Classics,CC72164,
020_4,20,4,2,1993,Medici String Quartet,Medici Quartet,MQCD 5001--MQCD 5002,
020_4,20,4,2,1976,Melos Quartett Stuttgart,Intercord,180 802,Re-released in 1996 as EMI 7243 5 69116 2 8
020_4,20,4,2,2016,Pacific Quartet Vienna,Gramola,99107,
020_4,20,4,2,2008,Pellegrini Quartett,CPO,cpo 777 173-2,
020_4,20,4,2,1970,Purcell Quartet,CBC,SM 138,
020_4,20,4,2,1975,Quartetto Esterházy,ABC,ABCL 67011,"Also issued as Philips 6575 046; re-released in 1981 as Pro Arte PAL-1018, in 1988 as RCA GD 71959, in 1997 as SEON SBK 62954 and in 2014 as Sony 88843089382-61"
020_4,20,4,2,1990,Quatuor Mosaïques,Astrée Auvidis,E 8786,"Re-released in 2000 as E 8802, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
020_4,20,4,2,1939,Quatuor Pro Arte,Victor,M 527,"May be re-release of His Master's Voice D.B.2774--D.B.2780; re-released in 1994 as Testament SBT 4056, in 1998 as Strings QT 99-380, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
020_4,20,4,2,1992,Quatuor Sine Nomine,Cascavelle,VEL 1026,
020_4,20,4,2,1992,Salomon String Quartet,Hyperion,CDA66622,
020_4,20,4,2,1952,Schneider Quartet,Haydn Society,HSQ-17,Issue number of 3-disc set: HSQ-F; re-issued as HS-9087 and in 2014 as Music & Arts CD-1281
020_4,20,4,2,2019,St. Lawrence String Quartet,eaSonus,EAS 29382,
020_4,20,4,2,1968,Tátrai Vonósnégyes,Qualiton,(S)LPX 11332--(S)LPX 11334,Re-released in 1987 as Hungaroton HCD 11332-2--HCD 11333-2
020_4,20,4,2,1978,Tluck-Quartett,Iton,it 3084,
020_4,20,4,2,1982,Tōkyō Gengaku Shijūsōdan,Deutsche Grammophon,2531 380,Also issued as 3301 380
020_4,20,4,2,1992,Wiener Konzerthausquartett,Preiser,90901--90904,
020_5,20,5,2,1972,Aeolian Quartet,Decca,HDNT 70--HDNT 75,"Re-released as London STS 15447-STS 15452, in 1997 as 455 261-2 and in 2009 as Decca 478 1267"
020_5,20,5,2,1966,Allegri String Quartet,Westminster,WST-17111,Recorded in 1965; also issued as XWN-19111; re-released in 1969 as Music Guild MS 852
020_5,20,5,2,2002,Allegri String Quartet,Naim,CD067,Recorded in 2002
020_5,20,5,2,2017,Amadeus String Quartet,Audite,21.426,
020_5,20,5,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
020_5,20,5,2,2010,Auryn-Quartett,Tacet,187,
020_5,20,5,2,2006,Buchberger Quartett,Brilliant Classics,93545,Recorded in 2006; re-released in 2008 as 93782/90--93782/91
020_5,20,5,2,2017,Chiaroscuro Quartet,BIS,BIS-2168,
020_5,20,5,2,2010,Daedalus String Quartet,Bridge,BRIDGE 9326,
020_5,20,5,2,1964,Dékany Quartet,Vox,SVBX 555,Also issued as VBX 55; released in 1996 as CDX 5113
020_5,20,5,2,2014,Doric String Quartet,Chandos,CHAN10831(2),
020_5,20,5,2,1959,Droic-Quartett,Columbia,STC 80 540,
020_5,20,5,2,2019,Dudok Kwartet,Resonus,RES10248,
020_5,20,5,2,2001,Emerson String Quartet,Deutsche Grammophon,289 471 327-2 (289 471 328-2--289 471 330-2),Re-released in 2016 as 00289 479 5982
020_5,20,5,2,2006,Festetics Vonósnégyes,Arcana,A 413,Recorded in 2005; re-released in 2014 as Arcana A 378
020_5,20,5,2,2004,Fine Arts Quartet,Music & Arts,CD-1154,
020_5,20,5,2,1994,Hagen-Quartett,Deutsche Grammophon,429 920-2 (439 921-2--439 922-2),
020_5,20,5,2,1940,Hart House String Quartet,Victor,24009--24011,
020_5,20,5,2,2009,Jerusalem Quartet,Harmonia Mundi,HMX 2962030,Re-released in 2011 as HMC 902030
020_5,20,5,2,1978,Juilliard String Quartet,Columbia,M3 34593,
020_5,20,5,2,1994,Kocianovo kvarteto,Orfeo,C 313 201 A,
020_5,20,5,2,1993,Kodály Vonósnégyes,Naxos,8.550702,
020_5,20,5,2,1968,Koeckert-Quartett,Deutsche Grammophon,139 187,
020_5,20,5,2,2015,Leipziger Streichquartett,MDG Gold,MDG 307 1925-2,
020_5,20,5,2,1973,Lenox String Quartet,Desto,DC-7152--DC-7154,
020_5,20,5,2,1989,Lindsay String Quartet,ASV,CD DCA 674,Recorded in 1987; also issued as Musical Heritage Society MHS 512829K; re-released in 2007 as Sanctuary RSB 407
020_5,20,5,2,1999,Lindsay String Quartet,ASV,CD DCA 1057,Recorded in 1998
020_5,20,5,2,2011,London Haydn Quartet,Hyperion,CDA67877,
020_5,20,5,2,1993,Medici String Quartet,Medici Quartet,MQCD 5001--MQCD 5002,
020_5,20,5,2,1999,Nevsky String Quartet,Albada,CD-104,"Listed as ""Quartet f-moll, op. 20, nr. 2""; presumed to be op. 20/5"
020_5,20,5,2,2008,Pellegrini Quartett,CPO,cpo 777 173-2,
020_5,20,5,2,1979,Quartetto Esterházy,Telefunken,6.42354,
020_5,20,5,2,1992,Quatuor Mosaïques,Astrée Auvidis,E 8785,"Re-released in 2000 as E 8802, in 2009 as Naïve NAI 8923 and in 2013 as Naïve V 5357"
020_5,20,5,2,1939,Quatuor Pro Arte,Victor,M 526,"May be re-release of His Master's Voice D.B.2398--D.B.2404; re-released in 1994 as Testament SBT 3055, in 1998 as Fono Enterprise QT 99-386, in 2002 as Classica d'Oro CDO 4011 and in 2017 as Warner Classics 0190295869182"
020_5,20,5,2,1935,Roth Quartet,Columbia,228,
020_5,20,5,2,1942,Roth Quartet,Columbia,LX 608--LX 610,May be re-release of Columbia 228
020_5,20,5,2,1992,Salomon String Quartet,Hyperion,CDA66622,
020_5,20,5,2,1952,Schneider Quartet,Haydn Society,HSQ-18,Issue number of 3-disc set: HSQ-F; re-issued as HS-9088 and in 2014 as Music & Arts CD-1281
020_5,20,5,2,2019,St. Lawrence String Quartet,eaSonus,EAS 29382,
020_5,20,5,2,1968,Tátrai Vonósnégyes,Qualiton,(S)LPX 11332--(S)LPX 11334,Re-released in 1987 as Hungaroton HCD 11332-2--HCD 11333-2
020_5,20,5,2,1982,Tōkyō Gengaku Shijūsōdan,Deutsche Grammophon,2531 380,Also issued as 3301 380
